Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
m4x16_left_shoulder_yaw_screws,2.5579782736429E-10,5.54219781179199E-10,0.0451525729673443,0,0,0,0.00270184474693418,1.03557857485271E-07,1.55850041576629E-16,-1.90419676919472E-15,1.0355785773746E-07,-3.97957410574092E-15,1.05098007898705E-08,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x16_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x16_left_shoulder_yaw_screws.STL,,Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-4;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-5;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-6;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-7;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-3;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-2;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-1;Suruburi_brat_A.CATProduct-1/Copy (1) of E 1200_4x16.CATPart-1,Coordinate System_3,,m4x16_left_shoulder_yaw_screws_fixture_joint,fixed,-0.021972,0.0377,-0.17358,0.057123,0.11257,0.47088,left_shoulder_roll,0,0,0,,,,,,,,,,,,
left_shoulder_yaw_rs03_actuator,-0.000137350542432579,-0.000269996878971224,0.0250841651661522,0,0,0,0.356550969588104,0.000274320425081221,-2.07349930566519E-06,-2.56253667482997E-07,0.000271291938182423,-5.1492479004519E-07,0.000381662133737228,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_rs03_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_rs03_actuator.STL,,RS03 (1).catpart-1,Coordinate System_3,,left_shoulder_yaw_rs03_actuator_fixture_link,fixed,0,0,0,0,0,0,m4x16_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
left_shoulder_yaw_rs03_flange,-1.53386414680767E-10,-2.98890689975906E-10,-0.00125625967877485,0,0,0,0.0040755509739889,5.67676746163452E-07,2.47327003153355E-21,5.41456825042137E-16,5.67676746163451E-07,1.07103808934509E-15,1.13114082374848E-06,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_rs03_flange.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_rs03_flange.STL,,Flansa RS03.catpart-3,Coordinate System_3,Axis3,left_shoulder_yaw_rs03_joint,revolute,0,0,0,0,0,0,left_shoulder_yaw_rs03_actuator,0,0,1,60,1.6,-3.14,3.14,,,,,3.14,-3.14,,0
left_shoulder_yaw_shaft,-1.67102665038499E-10,-3.20123483277257E-10,-0.0119851125606603,0,0,0,0.000903649674373989,4.41715688076232E-08,-3.20532487364298E-24,-4.07115851726496E-17,4.41715688076231E-08,-8.05300787860035E-17,1.80539813295948E-09,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_shaft.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_shaft.STL,,stifturi_cot_A.catpart-2;stifturi_cot_A.catpart-3;stifturi_cot_A.catpart-1,Coordinate System_3,Axis_left_shoulder_yaw_shaft_fixture_joint,left_shoulder_yaw_shaft_fixture_joint,fixed,0,0,0,0,0,0,left_shoulder_yaw_rs03_flange,0,0,0,0,0,0,0,,,,,,,,
left_shoulder_yaw_flange,-1.60467861221036E-10,-3.08570058393798E-10,-0.00898037826096698,0,0,0,0.035353146109952,9.85459914702348E-06,-7.54070449635424E-08,9.0137661709249E-15,9.59337705821327E-06,1.6920408928416E-14,1.87117812635894E-05,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_flange.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw_flange.STL,,Flansa_cot.catpart-1,Coordinate System_3,,left_shoulder_yaw_flange_fixture_joint,fixed,0,0,0,0,0,0,left_shoulder_yaw_shaft,0,0,0,,,,,,,,,,,,
1220_m4x16_left_shoulder_yaw_screws,-2.46136444559397E-10,8.27351520626962E-11,-0.0114719356108075,0,0,0,0.0014103641869818,3.71610598568597E-08,-3.45285867194948E-21,-3.1304614416035E-17,3.7161059856858E-08,-6.1911171087287E-17,4.58636225470991E-09,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/1220_m4x16_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/1220_m4x16_left_shoulder_yaw_screws.STL,,Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-6;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-5;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-4;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-1;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-2;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-3,Coordinate System_3,,1220_m4x16_left_shoulder_yaw_screws_fixture_joint,fixed,0,0,0,0,0,0,left_shoulder_yaw_flange,0,0,0,,,,,,,,,,,,
m4x25_left_shoulder_yaw_screws,-6.78105793738837E-10,-1.39607436722144E-09,-0.0144289836622529,0,0,0,0.00270858202481973,2.20903769276246E-07,4.5276773617796E-13,-1.98370339834682E-15,2.20904293495991E-07,-4.13368340010556E-15,9.2538047151024E-09,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x25_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x25_left_shoulder_yaw_screws.STL,,Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-1;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-2;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-6;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-5;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-4;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-3,Coordinate System_3,,m4x25_left_shoulder_yaw_screws_fixture_joint,fixed,0,0,0,0,0,0,1220_m4x16_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
left_shoulder_yaw,-0.0276085511322613,1.01200275359759E-06,-0.0766319307470111,0,0,0,0.488068654985126,0.00146908224174374,2.07765649369314E-07,-0.000271215897480726,0.00131630379047448,6.91085961686537E-08,0.000811624953151409,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_shoulder_yaw.STL,,Cot A.catpart-1,Coordinate System_3,,left_shoulder_yaw_fixture_joint,fixed,0,0,0,0,0,0,m4x25_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
m4x16_eft_elbow_screws,0.0203953562271262,0.0412900580037792,8.9505136635637E-10,0,0,0,0.00270184358647757,8.5307878105114E-08,-3.69467570031513E-08,-1.80311507673388E-15,2.87597563316015E-08,-3.57041578562358E-15,1.03557847634927E-07,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x16_eft_elbow_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x16_eft_elbow_screws.STL,,Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-1;Suruburi_cot_A3.CATProduct-1/Copy (2) of E 1200_4x16.CATPart-1;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-7;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-6;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-5;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-4;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-3;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-2,Coordinate System_4,,m4x16_eft_elbow_screws_fixture_joint,fixed,0,0,-0.0987,0,0,2.0296,left_shoulder_yaw,0,0,0,,,,,,,,,,,,
left_elbow_rs03_actuator,0.0111097812731513,0.0224897321704036,-0.00030290848761072,0,0,0,0.356550890896859,0.000296217970946762,4.22025243309491E-05,-2.44834226083368E-07,0.000360818228633436,-5.20600183792302E-07,0.000270239476177235,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_rs03_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_rs03_actuator.STL,,RS03 (1).catpart-2,Coordinate System_4,,left_elbow_rs03_actuator_ficture_link,fixed,0,0,0,0,0,0,m4x16_eft_elbow_screws,0,0,0,,,,,,,,,,,,
left_elbow_rs03_flange,-0.000556362125168963,-0.00112634320717309,-1.71165526197115E-10,0,0,0,0.00407555097398898,6.78191701523501E-07,2.23735674453279E-07,2.13638147030667E-16,1.02062586838849E-06,4.32507265141112E-16,5.6767674616347E-07,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_rs03_flange.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_rs03_flange.STL,,Flansa RS03.catpart-1,Coordinate System_4,Axis4,left_elbow_rs03_joint,revolute,0,0,0,0,0,0,left_elbow_rs03_actuator,0.44287,0.89659,0,60,1.6,-1.3,1.9,,,,,3.14,-3.14,,0
left_elbow_shaft,-0.514023072393507,0.0789116770807008,-0.294612659340846,0,0,0,16.3859228521728,4.16738711192707,0.924028127098497,-3.13052392625252,7.10700847384237,1.12422207884158,3.92149044711519,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_shaft.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow_shaft.STL,,Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-1;Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-3;Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-2,Coordinate System_4,,left_elbow_shaft_fixture_joint,fixed,0,0,0,0,0,0,left_elbow_rs03_flange,0,0,0,,,,,,,,,,,,
m4x25_left_elbow_screws,-0.00623517627541537,-0.0126230082813592,-1.57688684332413E-09,0,0,0,0.00270858033444498,1.79392020964126E-07,-8.40403333063648E-08,-2.2038575376356E-15,5.07657695628291E-08,-4.76822323956778E-15,2.2090401494749E-07,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x25_left_elbow_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m4x25_left_elbow_screws.STL,,Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-3;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-2;Suruburi_cot_B1.CATProduct-1/Copy (2) of E 1200_4x25_1.CATPart-1;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-1;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-5;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-4,Coordinate System_4,,m4x25_left_elbow_screws_fixture_joint,fixed,0,0,0,0,0,0,left_elbow_shaft,0,0,0,,,,,,,,,,,,
left_elbow,-0.00117660582092771,-0.022641696033932,-0.0323595608375808,0,0,0,0.779765455775871,0.00250248652168947,0.000107026075524518,0.0005731007053921,0.00291648267618793,0.000125954370046301,0.0009727842136137,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_elbow.STL,,Cot B_1.catpart-1,Coordinate System_4,Axis_left_elbow_fixture_joint,left_elbow_fixture_joint,fixed,0,0,0,0,0,0,m4x25_left_elbow_screws,0,0,0,,,,,,,,,,,,
m3x20_left_wrist_screws,-0.00322617489995503,-0.037485447942657,0.00322630827041515,0,0,0,0.00162137028637927,8.36724015923321E-08,7.03933741798225E-16,-1.09755049470113E-14,3.32920091133997E-09,-9.7250106051877E-14,8.36724115121901E-08,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m3x20_left_wrist_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/m3x20_left_wrist_screws.STL,,Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-4;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-5;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-6;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-7;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-1;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-2;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-3;Suruburi_cot_B2.CATProduct-1/Copy (1) of E 1200_3x20_1.CATPart-1,Coordinate System_5,,m3x20_left_wrist_screws_fixture_joint,fixed,0.037069,-0.024445,-0.15849,-1.2996,0,-2.0296,left_elbow,0,0,0,,,,,,,,,,,,
left_wrist_actuator,-3.38227224006005E-10,-0.0230138334252339,1.5071195758054E-07,0,0,0,0.180583065420556,8.80899821792287E-05,-3.2000915970454E-14,-1.10114283143059E-19,0.000127000739066153,4.70435805145308E-11,8.80899821792857E-05,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_wrist_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_wrist_actuator.STL,,RS02.catpart-1,Coordinate System_5,,left_wrist_actuator_fixture_link,fixed,0,0,0,0,0,0,m3x20_left_wrist_screws,0,0,0,,,,,,,,,,,,
left_wrist_rs02_flange,-4.04482225491165E-10,-0.00198993495050948,1.7656522466325E-07,0,0,0,0.00245793392108131,1.34950766910329E-07,-1.05559411859265E-16,-2.75451143980158E-22,2.63403217776685E-07,1.55300624850455E-13,1.34950766910516E-07,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_wrist_rs02_flange.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://humanoid_arm_5dof_1.1/meshes/left_wrist_rs02_flange.STL,,Flansa RS02.catpart-2,Coordinate System_5,Axis5,left_wrist_rs02_joint,revolute,0,0,0,0,0,0,left_wrist_actuator,0,1,0,17,0.8,-3.14,3.14,,,,,3.14,-3.14,,0
