Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
m4x16_left_shoulder_yaw_screws,2.94195667827069E-10,6.28038065997316E-10,0.0451525729602269,0,0,0,0.00270184474693412,1.0355785748527E-07,1.55850036199955E-16,-1.87732105419708E-15,1.03557857737459E-07,-3.9263557482072E-15,1.05098007898703E-08,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x16_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x16_left_shoulder_yaw_screws.STL,,Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-4;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-5;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-6;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-7;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-3;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-2;Suruburi_brat_A.CATProduct-1/Gathered E 1200_4x16 on CircPattern.1.CATProduct-1/E 1200_4x16.CATPart-1;Suruburi_brat_A.CATProduct-1/Copy (1) of E 1200_4x16.CATPart-1,Coordinate System_3,Axis_m4x16_left_shoulder_yaw_screws_fixture_joint,m4x16_left_shoulder_yaw_screws_fixture_joint,fixed,-0.0219716026665047,0.037700000000231,-0.173578614834026,0.0571232457871902,0.112571265320765,0.47087557604578,left_shoulder_roll,0,0,0,,,,,,,,,,,,
left_shoulder_yaw_rs03_actuator,-0.000137350498326194,-0.000269996793656357,0.025084165158858,0,0,0,0.356550969588107,0.000274320425081703,-2.07349930512738E-06,-2.5625369963248E-07,0.000271291938182678,-5.1492485379041E-07,0.000381662133736491,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_rs03_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_rs03_actuator.STL,,RS03 (1).catpart-1,Coordinate System_3,Axis_left_shoulder_yaw_rs03_actuator_fixture_link,left_shoulder_yaw_rs03_actuator_fixture_link,fixed,0,0,0,0,0,0,m4x16_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
left_shoulder_yaw_rs03_flange,-1.01978425703919E-10,-1.98439042975451E-10,-0.00125625968589538,0,0,0,0.00407555097398888,5.67676746163448E-07,-2.84550130718242E-22,3.78701346742632E-16,5.6767674616345E-07,7.48770296169664E-16,1.13114082374848E-06,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_rs03_flange.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_rs03_flange.STL,,Flansa RS03.catpart-3,Coordinate System_3,Axis3,left_shoulder_yaw_rs03_flange_joint,revolute,0,0,0,0,0,0,left_shoulder_yaw_rs03_actuator,0,0,1,60,1.6,-3.14,3.14,,,,,3.14,-3.14,,0
left_shoulder_yaw_shaft,-1.12223230708253E-10,-2.13622897149435E-10,-0.0119851125677803,0,0,0,0.000903649674373974,4.41715688076217E-08,-3.92910790962688E-24,-2.84740481585426E-17,4.41715688076217E-08,-5.6299203047211E-17,1.80539813295945E-09,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_shaft.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_shaft.STL,,stifturi_cot_A.catpart-2;stifturi_cot_A.catpart-3;stifturi_cot_A.catpart-1,Coordinate System_3,Axis_left_shoulder_yaw_shaft_fixture_joint,left_shoulder_yaw_shaft_fixture_joint,continuous,0,0,0,0,0,0,left_shoulder_yaw_rs03_flange,0,0,1,0,0,0,0,,,,,,,,
left_shoulder_yaw_flange,-1.06492481499743E-10,-2.03767225315232E-10,-0.00898037826805287,0,0,0,0.0353531461099521,9.85459914704043E-06,-7.54070449341709E-08,6.41250564941296E-15,9.59337705819639E-06,1.16833579520226E-14,1.87117812635895E-05,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_flange.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw_flange.STL,,Flansa_cot.catpart-1,Coordinate System_3,Axis_left_shoulder_yaw_flange_fixture_joint,left_shoulder_yaw_flange_fixture_joint,fixed,0,0,0,0,0,0,left_shoulder_yaw_shaft,0,0,0,,,,,,,,,,,,
1220_m4x16_left_shoulder_yaw_screws,-1.91902826962576E-10,1.89071425182874E-10,-0.0114719356178909,0,0,0,0.00141036418698186,3.71610598568626E-08,-3.45234168406663E-21,-2.18969719919941E-17,3.71610598568608E-08,-4.32794460181838E-17,4.58636225471012E-09,0,0,0,0,0,0,package://urdf brat stang 7/meshes/1220_m4x16_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/1220_m4x16_left_shoulder_yaw_screws.STL,,Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-6;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-5;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-4;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-1;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-2;Suruburi_cot_A.CATProduct-1/E 1220_4x16_1.CATPart-3,Coordinate System_3,Axis_1220_m4x16_left_shoulder_yaw_screws_fixture_joint,1220_m4x16_left_shoulder_yaw_screws_fixture_joint,fixed,0,0,0,0,0,0,left_shoulder_yaw_flange,0,0,0,,,,,,,,,,,,
m4x25_left_shoulder_yaw_screws,-6.22595752730604E-10,-1.28815313971131E-09,-0.0144289836693576,0,0,0,0.00270858202481973,2.20903769276245E-07,4.52767736097723E-13,-1.92256851928136E-15,2.20904293495989E-07,-4.01263024272767E-15,9.25380471510248E-09,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x25_left_shoulder_yaw_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x25_left_shoulder_yaw_screws.STL,,Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-1;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-2;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-6;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-5;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-4;Suruburi_cot_B.CATProduct-1/E 1200_4x25_1.CATPart-3,Coordinate System_3,Axis_m4x25_left_shoulder_yaw_screws_fixture_joint,m4x25_left_shoulder_yaw_screws_fixture_joint,fixed,0,0,0,0,0,0,1220_m4x16_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
left_shoulder_yaw,-0.02760855105879,1.01214308401154E-06,-0.0766319307621743,0,0,0,0.488068654983253,0.00146908224189927,2.07765822094386E-07,-0.000271215897289947,0.00131630379047291,6.9108854864171E-08,0.000811624952993794,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_shoulder_yaw.STL,,Cot A.catpart-1,Coordinate System_3,Axis_left_shoulder_yaw_fixture_joint,left_shoulder_yaw_fixture_joint,fixed,0,0,0,0,0,0,m4x25_left_shoulder_yaw_screws,0,0,0,,,,,,,,,,,,
m4x16_eft_elbow_screws,0.0203953563270431,0.0412900578652691,8.74640360137846E-10,0,0,0,0.00270184358647762,8.53078781134226E-08,-3.69467569967935E-08,-1.79121241755783E-15,2.87597563232936E-08,-3.5463190250719E-15,1.03557847634927E-07,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x16_eft_elbow_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x16_eft_elbow_screws.STL,,Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-1;Suruburi_cot_A3.CATProduct-1/Copy (2) of E 1200_4x16.CATPart-1;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-7;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-6;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-5;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-4;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-3;Suruburi_cot_A3.CATProduct-1/Gathered E 1200_4x16 on CircPattern.2.CATProduct-1/E 1200_4x16.CATPart-2,Coordinate System_4,Axis_m4x16_eft_elbow_screws_fixture_joint,m4x16_eft_elbow_screws_fixture_joint,fixed,0,0,-0.0987000004167595,0,0,2.02959481544726,left_shoulder_yaw,0,0,0,,,,,,,,,,,,
left_elbow_rs03_actuator,0.0111097813753016,0.02248973203071,-0.000302908501975452,0,0,0,0.356550890896862,0.000296217970937463,4.22025243237621E-05,-2.44834237646248E-07,0.000360818228642397,-5.20600213977642E-07,0.000270239476177585,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_rs03_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_rs03_actuator.STL,,RS03 (1).catpart-2,Coordinate System_4,Axis_left_elbow_rs03_actuator_ficture_link,left_elbow_rs03_actuator_ficture_link,fixed,0,0,0,0,0,0,m4x16_eft_elbow_screws,0,0,0,,,,,,,,,,,,
left_elbow_rs03_flange,-0.000556362020586842,-0.00112634334796891,-1.78221659652422E-10,0,0,0,0.0040755509739889,6.7819170147317E-07,2.23735674414772E-07,1.41560844531018E-16,1.02062586843876E-06,2.86592499207639E-16,5.6767674616345E-07,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_rs03_flange.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_rs03_flange.STL,,Flansa RS03.catpart-1,Coordinate System_4,Axis4,left_elbow_rs03_flange_joint,revolute,0,0,0,0,0,0,left_elbow_rs03_actuator,0.442871169532449,0.896585259301624,0,60,1.6,-1.3,1.9,,,,,3.14,-3.14,,0
left_elbow_shaft,-0.426183551554712,0.00226691613099916,-0.176826619351449,0,0,0,15.7008025632262,2.26789694520737,0.251800166452908,-1.79738202827734,4.40181075101217,0.369996125102797,2.53081551195838,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_shaft.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow_shaft.STL,,Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-1;Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-3;Stifturi_cot_B.CATProduct-3/E 1300_4x24.CATPart-2,Coordinate System_4,Axis_left_elbow_shaft_fixture_joint,left_elbow_shaft_fixture_joint,fixed,0,0,0,0,0,0,left_elbow_rs03_flange,0,0,0,,,,,,,,,,,,
m4x25_left_elbow_screws,-0.00623517616945923,-0.0126230084228056,-1.5800547537026E-09,0,0,0,0.00270858033444495,1.79392020983022E-07,-8.40403332919024E-08,-2.17678380369018E-15,5.07657695439309E-08,-4.71341285920786E-15,2.20904014947488E-07,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x25_left_elbow_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m4x25_left_elbow_screws.STL,,Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-3;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-2;Suruburi_cot_B1.CATProduct-1/Copy (2) of E 1200_4x25_1.CATPart-1;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-1;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-5;Suruburi_cot_B1.CATProduct-1/Gathered E 1200_4x25_1 on CircPattern.3.CATProduct-1/E 1200_4x25_1.CATPart-4,Coordinate System_4,Axis_m4x25_left_elbow_screws_fixture_joint,m4x25_left_elbow_screws_fixture_joint,fixed,0,0,0,0,0,0,left_elbow_shaft,0,0,0,,,,,,,,,,,,
left_elbow,-0.0011766162325757,-0.0226416909878782,-0.0323595640978438,0,0,0,0.779765456176632,0.00250248689492046,0.00010702602467171,0.000573100224582793,0.0029164826362284,0.000125954647195335,0.000972783881372284,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow.STL,0.952941176470588,0.996078431372549,0.694117647058824,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_elbow.STL,,Cot B_1.catpart-1,Coordinate System_4,Axis_left_elbow_fixture_joint,left_elbow_fixture_joint,fixed,0,0,0,0,0,0,m4x25_left_elbow_screws,0,0,0,,,,,,,,,,,,
m3x20_left_wrist_screws,-0.00322617478917386,-0.0374854467235402,0.00322626231628043,0,0,0,0.00162137028637935,8.36724015923341E-08,6.8399216009266E-16,-1.09755051476026E-14,3.32920091128032E-09,-6.80875305447723E-14,8.3672411512252E-08,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m3x20_left_wrist_screws.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/m3x20_left_wrist_screws.STL,,Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-4;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-5;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-6;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-7;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-1;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-2;Suruburi_cot_B2.CATProduct-1/Gathered E 1200_3x20_1 on CircPattern.2.CATProduct-1/E 1200_3x20_1.CATPart-3;Suruburi_cot_B2.CATProduct-1/Copy (1) of E 1200_3x20_1.CATPart-1,Coordinate System_5,Axis_m3x20_left_wrist_screws_fixture_joint,m3x20_left_wrist_screws_fixture_joint,fixed,0.0370688771049235,-0.0244446769789257,-0.15848929336033,-1.29963611177836,0,-2.02959481544726,left_elbow,0,0,0,,,,,,,,,,,,
left_wrist_actuator,-2.23280616218346E-10,-0.0230138333779122,9.95055797758937E-08,0,0,0,0.180583065420557,8.80899821792289E-05,-2.23449366716405E-14,-1.17737579668348E-19,0.000127000739066183,3.29199492779585E-11,8.80899821792569E-05,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_wrist_actuator.STL,0.823529411764706,0.823529411764706,1,1,0,0,0,0,0,0,package://urdf brat stang 7/meshes/left_wrist_actuator.STL,,RS02.catpart-1,Coordinate System_5,Axis_left_wrist_actuator_fixture_link,left_wrist_actuator_fixture_link,fixed,0,0,0,0,0,0,m3x20_left_wrist_screws,0,0,0,,,,,,,,,,,,
